,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
7285,26.0,technician,single,unknown,no,no,no,telephone,jun,tue,232.0,3,999,0,nonexistent,yes,Mirandela
7286,34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,963.0,2,999,0,nonexistent,yes,Oliveira de Azeméis
7287,32.0,blue-collar,single,high.school,no,no,no,telephone,jun,tue,232.0,3,999,0,nonexistent,yes,Gouveia
7288,56.0,management,married,basic.9y,no,yes,no,telephone,jun,tue,941.0,3,999,0,nonexistent,yes,Oliveira do Hospital
7289,48.0,unknown,married,university.degree,no,yes,yes,telephone,jun,tue,232.0,7,999,0,nonexistent,yes,Covilhã
7290,38.0,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992.0,1,999,0,nonexistent,yes,Portimão
7291,41.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732.0,2,999,0,nonexistent,yes,Gouveia
7292,38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045.0,3,999,0,nonexistent,yes,Fátima
7293,24.0,admin.,single,high.school,no,no,no,telephone,jun,tue,768.0,1,999,0,nonexistent,yes,Lixa
7294,31.0,unemployed,unknown,basic.4y,no,yes,no,telephone,jun,tue,801.0,1,999,0,nonexistent,yes,Guimarães
7295,30.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,482.0,2,999,0,nonexistent,yes,Vila Nova de Santo André
7296,40.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,2456.0,2,999,0,nonexistent,yes,Serpa
7297,40.0,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,1259.0,6,999,0,nonexistent,yes,Caldas da Rainha
7298,37.0,admin.,divorced,basic.9y,no,no,no,telephone,jun,tue,232.0,7,999,0,nonexistent,yes,Valpaços
7299,45.0,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,1336.0,4,999,0,nonexistent,yes,Peso da Régua
7300,52.0,retired,married,basic.4y,no,no,no,telephone,jun,wed,633.0,1,999,0,nonexistent,yes,Vila Real de Santo António
7301,30.0,student,single,high.school,no,no,no,telephone,jun,wed,1242.0,1,999,0,nonexistent,yes,Covilhã
7302,26.0,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,524.0,15,999,0,nonexistent,yes,Chaves
7303,39.0,unknown,married,high.school,no,yes,no,telephone,jun,wed,1141.0,4,999,0,nonexistent,yes,Amora
7304,38.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578.0,1,999,0,nonexistent,yes,Lagoa
7305,35.0,admin.,single,unknown,no,no,no,telephone,jun,wed,984.0,2,999,0,nonexistent,yes,Covilhã
7306,34.0,admin.,married,high.school,no,no,no,telephone,jun,wed,638.0,1,999,0,nonexistent,yes,Ponta Delgada
7307,31.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,767.0,2,999,0,nonexistent,yes,Tondela
7308,38.0,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936.0,1,999,0,nonexistent,yes,Abrantes
7309,32.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,525.0,2,999,0,nonexistent,yes,Leiria
7310,33.0,unemployed,married,basic.9y,no,no,no,telephone,jun,wed,563.0,1,999,0,nonexistent,yes,Anadia
7311,40.0,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449.0,6,999,0,nonexistent,yes,Funchal
7312,36.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Covilhã
7313,25.0,unknown,single,university.degree,no,no,no,telephone,jun,wed,232.0,2,999,0,nonexistent,yes,Sines
7314,42.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,812.0,1,999,0,nonexistent,yes,Tondela
7315,52.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,thu,910.0,2,999,0,nonexistent,yes,Espinho
7316,46.0,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446.0,1,999,0,nonexistent,yes,Viana do Castelo
7317,49.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Vila Nova de Famalicão
7318,28.0,technician,single,professional.course,no,no,no,telephone,jun,thu,508.0,2,999,0,nonexistent,yes,Loures
7319,38.0,blue-collar,unknown,basic.4y,no,no,no,telephone,jun,thu,590.0,3,999,0,nonexistent,yes,Barcelos
7320,41.0,management,married,unknown,unknown,no,yes,telephone,jun,thu,232.0,1,999,0,nonexistent,yes,Santa Comba Dão
7321,38.0,unknown,married,unknown,unknown,no,no,telephone,jun,thu,701.0,1,999,0,nonexistent,yes,Santiago do Cacém
7322,34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,761.0,2,999,0,nonexistent,yes,Valongo
7323,39.0,entrepreneur,single,basic.6y,no,no,no,telephone,jun,thu,1053.0,2,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7324,31.0,technician,married,university.degree,no,no,no,telephone,jun,thu,983.0,2,999,0,nonexistent,yes,Agualva-Cacém
7325,31.0,technician,single,university.degree,unknown,yes,no,telephone,jun,thu,817.0,2,999,0,nonexistent,yes,Esposende
7326,29.0,unknown,single,high.school,no,yes,no,telephone,jun,thu,1018.0,3,999,0,nonexistent,yes,Rio Tinto
7327,34.0,blue-collar,divorced,professional.course,no,no,no,telephone,jun,thu,232.0,4,999,0,nonexistent,yes,Agualva-Cacém
7328,38.0,services,married,high.school,no,yes,no,telephone,jun,fri,554.0,1,999,0,nonexistent,yes,Albufeira
7329,56.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1276.0,2,999,0,nonexistent,yes,Agualva-Cacém
7330,52.0,self-employed,married,basic.4y,unknown,no,yes,telephone,jun,fri,232.0,2,999,0,nonexistent,yes,Gafanha da Nazaré
7331,33.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,fri,862.0,11,999,0,nonexistent,yes,Póvoa de Santa Iria
7332,38.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,460.0,4,999,0,nonexistent,yes,Sines
7333,35.0,management,single,unknown,no,no,no,telephone,jun,fri,232.0,2,999,0,nonexistent,yes,Santana
7334,32.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,642.0,2,999,0,nonexistent,yes,Portalegre
7335,40.0,blue-collar,married,professional.course,unknown,no,no,telephone,jun,fri,554.0,2,999,0,nonexistent,yes,Setúbal
7336,48.0,self-employed,married,university.degree,no,no,no,telephone,jun,fri,467.0,3,999,0,nonexistent,yes,Gouveia
7337,47.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,2653.0,3,999,0,nonexistent,yes,Esmoriz
7338,41.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1085.0,1,999,0,nonexistent,yes,Rio Tinto
7339,55.0,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469.0,9,999,0,nonexistent,yes,Gouveia
7340,40.0,services,divorced,high.school,no,yes,no,telephone,jun,fri,232.0,3,999,0,nonexistent,yes,Santa Cruz
7341,29.0,admin.,single,university.degree,no,no,no,telephone,jun,mon,1055.0,10,999,0,nonexistent,yes,Guimarães
7342,30.0,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,882.0,1,999,0,nonexistent,yes,Valpaços
7343,26.0,student,single,high.school,no,no,no,telephone,jun,mon,232.0,1,999,0,nonexistent,yes,Oliveira do Bairro
7344,24.0,services,single,high.school,no,no,no,telephone,jun,mon,700.0,1,999,0,nonexistent,yes,Esmoriz
7345,34.0,admin.,married,high.school,no,yes,no,telephone,jun,mon,232.0,6,999,0,nonexistent,yes,Torres Novas
7346,36.0,technician,unknown,high.school,no,no,no,telephone,jun,mon,940.0,1,999,0,nonexistent,yes,Portalegre
7347,38.0,technician,married,professional.course,no,yes,no,telephone,jun,mon,952.0,2,999,0,nonexistent,yes,Caniço
7348,27.0,entrepreneur,unknown,university.degree,no,yes,no,telephone,jun,mon,486.0,3,999,0,nonexistent,yes,Oliveira do Bairro
7349,42.0,technician,married,basic.9y,no,yes,no,telephone,jun,mon,442.0,8,999,0,nonexistent,yes,Espinho
7350,32.0,services,married,high.school,unknown,no,no,telephone,jun,mon,1137.0,3,999,0,nonexistent,yes,Vila Real de Santo António
7351,36.0,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,878.0,3,999,0,nonexistent,yes,Esmoriz
7352,29.0,unknown,married,professional.course,no,yes,no,telephone,jun,wed,583.0,4,999,0,nonexistent,yes,Vila Nova de Santo André
7353,34.0,management,married,university.degree,no,no,no,telephone,jun,wed,893.0,8,999,0,nonexistent,yes,Almada
7354,37.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Pinhel
7355,30.0,self-employed,single,university.degree,no,no,no,telephone,jun,wed,587.0,1,999,0,nonexistent,yes,Gouveia
7356,53.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706.0,1,999,0,nonexistent,yes,Oliveira do Bairro
7357,32.0,admin.,single,high.school,no,yes,no,telephone,jun,wed,1199.0,1,999,0,nonexistent,yes,Tarouca
7358,38.0,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Covilhã
7359,50.0,unknown,married,basic.6y,unknown,no,no,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Fátima
7360,31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,838.0,2,999,0,nonexistent,yes,Covilhã
7361,48.0,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,967.0,2,999,0,nonexistent,yes,Gondomar
7362,57.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,651.0,2,999,0,nonexistent,yes,Covilhã
7363,41.0,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649.0,3,999,0,nonexistent,yes,Leiria
7364,36.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Ponta Delgada
7365,55.0,technician,unknown,professional.course,unknown,no,no,telephone,jun,thu,885.0,1,999,0,nonexistent,yes,Valpaços
7366,54.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2025.0,1,999,0,nonexistent,yes,Agualva-Cacém
7367,28.0,management,single,university.degree,no,no,no,telephone,jun,thu,651.0,5,999,0,nonexistent,yes,Gafanha da Nazaré
7368,46.0,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,232.0,6,999,0,nonexistent,yes,Vendas Novas
7369,35.0,blue-collar,married,high.school,no,no,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Vila Real
7370,49.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,577.0,2,999,0,nonexistent,yes,Oliveira do Bairro
7371,43.0,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141.0,6,999,0,nonexistent,yes,Anadia
7372,59.0,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268.0,2,999,0,nonexistent,yes,Queluz
7373,44.0,admin.,single,university.degree,no,yes,no,telephone,jun,thu,541.0,17,999,0,nonexistent,yes,Maia
7374,43.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618.0,2,999,0,nonexistent,yes,Esmoriz
7375,25.0,admin.,single,high.school,no,yes,no,telephone,jun,thu,1243.0,7,999,0,nonexistent,yes,Pinhel
7376,35.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,513.0,2,999,0,nonexistent,yes,Rebordosa
7377,41.0,admin.,divorced,unknown,no,no,no,telephone,jun,mon,686.0,11,999,0,nonexistent,yes,Vila Nova de Gaia
7378,50.0,housemaid,single,unknown,no,no,no,telephone,jun,mon,741.0,4,999,0,nonexistent,yes,Gondomar
7379,37.0,management,married,university.degree,no,no,no,telephone,jun,mon,1323.0,9,999,0,nonexistent,yes,Santa Comba Dão
7380,36.0,unknown,married,university.degree,no,no,no,telephone,jun,mon,1093.0,1,999,0,nonexistent,yes,Torres Novas
7381,43.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,232.0,2,999,0,nonexistent,yes,Vila Franca de Xira
7382,43.0,self-employed,married,basic.9y,no,no,no,telephone,jun,mon,1089.0,1,999,0,nonexistent,yes,Espinho
7383,31.0,entrepreneur,single,basic.9y,no,no,no,telephone,jun,mon,1248.0,3,999,0,nonexistent,yes,Portalegre
7384,39.0,management,married,university.degree,no,no,no,telephone,jun,mon,721.0,3,999,0,nonexistent,yes,Torres Vedras
7385,38.0,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,750.0,2,999,0,nonexistent,yes,Oliveira do Bairro
7386,47.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,232.0,4,999,0,nonexistent,yes,Covilhã
7387,38.0,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,556.0,1,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7388,38.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,232.0,1,999,0,nonexistent,yes,Gondomar
7389,28.0,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,tue,1848.0,1,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7390,37.0,management,married,university.degree,no,no,no,telephone,jun,tue,232.0,4,999,0,nonexistent,yes,Barreiro
7391,31.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,232.0,3,999,0,nonexistent,yes,Pinhel
7392,33.0,services,married,high.school,unknown,yes,no,telephone,jun,tue,1345.0,3,999,0,nonexistent,yes,Torres Novas
7393,52.0,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,676.0,2,999,0,nonexistent,yes,Valpaços
7394,30.0,entrepreneur,married,professional.course,no,yes,no,telephone,jun,tue,775.0,3,999,0,nonexistent,yes,Covilhã
7395,30.0,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621.0,3,999,0,nonexistent,yes,Valpaços
7396,36.0,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,835.0,1,999,0,nonexistent,yes,Barcelos
7397,31.0,technician,married,professional.course,no,no,no,telephone,jun,wed,371.0,2,999,0,nonexistent,yes,Fafe
7398,35.0,technician,married,professional.course,no,no,no,telephone,jun,wed,1528.0,2,999,0,nonexistent,yes,Elvas
7399,43.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1540.0,1,999,0,nonexistent,yes,Valbom
7400,29.0,management,married,university.degree,no,no,no,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Caniço
7401,24.0,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,537.0,1,999,0,nonexistent,yes,Tavira
7402,41.0,services,married,high.school,no,unknown,unknown,telephone,jun,wed,707.0,1,999,0,nonexistent,yes,Portimão
7403,28.0,management,married,university.degree,no,yes,no,telephone,jun,wed,695.0,1,999,0,nonexistent,yes,Tondela
7404,38.0,technician,single,unknown,no,yes,no,telephone,jun,wed,1255.0,1,999,0,nonexistent,yes,Câmara de Lobos
7405,59.0,retired,unknown,basic.9y,no,yes,no,telephone,jun,wed,232.0,1,999,0,nonexistent,yes,Maia
7406,31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,704.0,4,999,0,nonexistent,yes,Agualva-Cacém
7407,38.0,management,married,unknown,unknown,no,no,telephone,jun,wed,1066.0,9,999,0,nonexistent,yes,Barreiro
7408,28.0,management,married,university.degree,no,no,no,telephone,jun,wed,771.0,2,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7409,28.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060.0,5,999,0,nonexistent,yes,Peso da Régua
7410,60.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,1574.0,3,999,0,nonexistent,yes,Esmoriz
7411,35.0,student,single,university.degree,unknown,no,no,telephone,jun,thu,232.0,1,999,0,nonexistent,yes,Oliveira do Bairro
7412,47.0,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,1224.0,1,999,0,nonexistent,yes,Vila Real
7413,41.0,unknown,married,basic.9y,unknown,yes,no,telephone,jun,thu,512.0,1,999,0,nonexistent,yes,Esmoriz
7414,29.0,blue-collar,single,high.school,no,yes,no,telephone,jun,thu,1318.0,3,999,0,nonexistent,yes,Esmoriz
7415,38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Esmoriz
7416,38.0,admin.,married,high.school,no,yes,yes,telephone,jun,thu,2028.0,1,999,0,nonexistent,yes,Barcelos
7417,31.0,admin.,married,high.school,no,no,no,telephone,jun,thu,952.0,4,999,0,nonexistent,yes,Trancoso
7418,55.0,unknown,married,basic.4y,unknown,yes,no,telephone,jun,thu,1136.0,1,999,0,nonexistent,yes,Rebordosa
7419,38.0,unknown,unknown,basic.4y,no,no,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Ovar
7420,47.0,unknown,single,basic.9y,no,unknown,unknown,telephone,jun,thu,835.0,3,999,0,nonexistent,yes,Peso da Régua
7421,37.0,technician,unknown,professional.course,no,yes,no,telephone,jun,thu,683.0,2,999,0,nonexistent,yes,Vila Nova de Santo André
7422,55.0,retired,married,university.degree,unknown,yes,no,telephone,jun,thu,232.0,1,999,0,nonexistent,yes,Ílhavo
7423,45.0,admin.,married,unknown,unknown,no,no,telephone,jun,fri,973.0,2,999,0,nonexistent,yes,Barcelos
7424,46.0,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,856.0,3,999,0,nonexistent,yes,Almeirim
7425,45.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,1210.0,1,999,0,nonexistent,yes,Ribeira Grande
7426,40.0,self-employed,married,professional.course,no,yes,yes,telephone,jun,fri,232.0,2,999,0,nonexistent,yes,Águeda
7427,49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,838.0,1,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7428,42.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,1098.0,2,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7429,29.0,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149.0,2,999,0,nonexistent,yes,Vila Nova de Santo André
7430,31.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1573.0,5,999,0,nonexistent,yes,Valongo
7431,50.0,technician,married,professional.course,unknown,yes,yes,telephone,jun,fri,705.0,7,999,0,nonexistent,yes,Almada
7432,37.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1663.0,1,999,0,nonexistent,yes,Tondela
7433,36.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,560.0,3,999,0,nonexistent,yes,Portimão
7434,29.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,1617.0,1,999,0,nonexistent,yes,Santana
7435,58.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570.0,2,999,0,nonexistent,yes,Entroncamento
7436,43.0,admin.,married,unknown,no,no,no,telephone,jun,fri,1422.0,10,999,0,nonexistent,yes,Seixal
7437,38.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,1023.0,3,999,0,nonexistent,yes,Esposende
7438,55.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,232.0,2,999,0,nonexistent,yes,Mealhada
7439,31.0,technician,married,professional.course,no,no,yes,telephone,jun,fri,232.0,6,999,0,nonexistent,yes,Mêda
7440,38.0,blue-collar,unknown,basic.9y,no,no,no,telephone,jun,fri,232.0,3,999,0,nonexistent,yes,Tavira
7441,35.0,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,556.0,4,999,0,nonexistent,yes,Águeda
7442,42.0,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,232.0,5,999,0,nonexistent,yes,Ponta Delgada
7443,56.0,retired,married,unknown,unknown,yes,no,telephone,jun,fri,1094.0,3,999,0,nonexistent,yes,Maia
7444,45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924.0,3,999,0,nonexistent,yes,Freamunde
7445,56.0,technician,married,unknown,no,no,yes,telephone,jun,fri,232.0,4,999,0,nonexistent,yes,Lagoa
7446,38.0,admin.,single,university.degree,no,no,no,telephone,jun,mon,498.0,2,999,0,nonexistent,yes,Funchal
7447,39.0,management,unknown,university.degree,no,no,no,telephone,jun,mon,670.0,3,999,0,nonexistent,yes,Entroncamento
7448,30.0,blue-collar,unknown,basic.9y,no,yes,no,telephone,jun,mon,662.0,2,999,0,nonexistent,yes,Almeirim
7449,51.0,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,528.0,2,999,0,nonexistent,yes,Almada
7450,31.0,unknown,married,basic.4y,unknown,yes,yes,telephone,jun,thu,232.0,3,999,0,nonexistent,yes,Portalegre
7451,38.0,blue-collar,married,high.school,no,yes,yes,telephone,jun,thu,677.0,3,999,0,nonexistent,yes,Agualva-Cacém
7452,36.0,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,232.0,3,999,0,nonexistent,yes,Marinha Grande
7453,58.0,retired,married,high.school,no,yes,no,telephone,jun,thu,232.0,2,999,0,nonexistent,yes,Agualva-Cacém
7454,31.0,services,single,high.school,no,no,no,telephone,jun,fri,422.0,6,999,0,nonexistent,yes,Covilhã
7455,38.0,blue-collar,single,unknown,unknown,yes,no,telephone,jun,fri,856.0,2,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7456,27.0,self-employed,single,university.degree,no,no,no,telephone,jun,fri,232.0,1,999,0,nonexistent,yes,Oliveira de Azeméis
7457,53.0,technician,married,basic.9y,no,no,no,telephone,jun,mon,1049.0,6,999,0,nonexistent,yes,Amora
7458,25.0,services,married,high.school,no,yes,no,telephone,jul,tue,479.0,9,999,0,nonexistent,yes,Agualva-Cacém
7459,40.0,blue-collar,married,unknown,no,no,yes,telephone,jul,tue,1135.0,2,999,0,nonexistent,yes,Águeda
7460,42.0,management,married,university.degree,no,no,yes,telephone,jul,tue,232.0,2,999,0,nonexistent,yes,Tondela
7461,34.0,admin.,divorced,university.degree,no,no,no,telephone,jul,thu,676.0,1,999,0,nonexistent,yes,Viana do Castelo
7462,27.0,services,married,high.school,unknown,no,no,telephone,jul,fri,584.0,1,999,0,nonexistent,yes,Rio Tinto
7463,52.0,management,married,professional.course,no,yes,no,cellular,jul,mon,491.0,3,999,0,nonexistent,yes,Gafanha da Nazaré
7464,59.0,retired,married,professional.course,unknown,yes,yes,cellular,jul,mon,232.0,4,999,0,nonexistent,yes,Torres Novas
7465,40.0,admin.,married,high.school,no,yes,yes,cellular,jul,mon,615.0,2,999,0,nonexistent,yes,Lagoa
7466,31.0,entrepreneur,married,unknown,no,yes,yes,cellular,jul,mon,782.0,1,999,0,nonexistent,yes,Agualva-Cacém
7467,31.0,management,unknown,high.school,no,no,no,cellular,jul,mon,1272.0,3,999,0,nonexistent,yes,Montemor-o-Novo
7468,32.0,services,single,high.school,no,no,no,cellular,jul,mon,232.0,3,999,0,nonexistent,yes,Loulé
7469,56.0,retired,married,basic.4y,no,yes,no,cellular,jul,mon,621.0,2,999,0,nonexistent,yes,Fundão
7470,50.0,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Évora
7471,31.0,technician,married,unknown,no,yes,yes,cellular,jul,mon,385.0,5,999,0,nonexistent,yes,Esmoriz
7472,35.0,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356.0,3,999,0,nonexistent,yes,Serpa
7473,36.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,889.0,1,999,0,nonexistent,yes,Matosinhos
7474,29.0,services,married,high.school,no,yes,no,cellular,jul,mon,556.0,1,999,0,nonexistent,yes,Peso da Régua
7475,47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,532.0,1,999,0,nonexistent,yes,Portalegre
7476,37.0,unknown,married,high.school,no,yes,no,cellular,jul,mon,599.0,1,999,0,nonexistent,yes,Câmara de Lobos
7477,55.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,849.0,1,999,0,nonexistent,yes,Câmara de Lobos
7478,44.0,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973.0,3,999,0,nonexistent,yes,Montemor-o-Novo
7479,50.0,technician,married,professional.course,no,no,no,cellular,jul,mon,232.0,5,999,0,nonexistent,yes,Évora
7480,42.0,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,719.0,2,999,0,nonexistent,yes,Almada
7481,27.0,services,single,high.school,unknown,no,no,cellular,jul,tue,509.0,4,999,0,nonexistent,yes,Queluz
7482,35.0,technician,married,high.school,unknown,yes,no,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Tarouca
7483,56.0,services,married,basic.4y,unknown,no,no,cellular,jul,tue,534.0,1,999,0,nonexistent,yes,Torres Vedras
7484,39.0,management,divorced,university.degree,no,yes,no,cellular,jul,tue,732.0,1,999,0,nonexistent,yes,Elvas
7485,33.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,531.0,1,999,0,nonexistent,yes,Pinhel
7486,39.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634.0,1,999,0,nonexistent,yes,Covilhã
7487,25.0,technician,single,university.degree,no,no,no,cellular,jul,tue,460.0,3,999,0,nonexistent,yes,Valongo
7488,48.0,management,unknown,high.school,no,no,no,cellular,jul,tue,705.0,1,999,0,nonexistent,yes,Ílhavo
7489,35.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,232.0,2,999,0,nonexistent,yes,Peso da Régua
7490,29.0,admin.,single,high.school,no,no,no,cellular,jul,tue,574.0,2,999,0,nonexistent,yes,Moura
7491,25.0,services,married,high.school,no,no,no,cellular,jul,tue,1767.0,2,999,0,nonexistent,yes,Barreiro
7492,29.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Vila Nova de Gaia
7493,34.0,technician,single,university.degree,no,no,yes,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Ovar
7494,42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,730.0,1,999,0,nonexistent,yes,Praia da Vitória
7495,36.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,716.0,5,999,0,nonexistent,yes,Esposende
7496,27.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,803.0,2,999,0,nonexistent,yes,Ermesinde
7497,27.0,entrepreneur,married,high.school,no,no,no,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Gondomar
7498,50.0,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,635.0,1,999,0,nonexistent,yes,Funchal
7499,34.0,admin.,single,university.degree,no,yes,no,cellular,jul,tue,819.0,3,999,0,nonexistent,yes,Lagoa
7500,30.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,623.0,2,999,0,nonexistent,yes,Lagoa
7501,43.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,658.0,2,999,0,nonexistent,yes,Agualva-Cacém
7502,27.0,admin.,single,professional.course,no,yes,no,cellular,jul,tue,1061.0,4,999,0,nonexistent,yes,Santo Tirso
7503,30.0,services,married,high.school,no,yes,no,cellular,jul,tue,232.0,3,999,0,nonexistent,yes,Praia da Vitória
7504,26.0,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,687.0,2,999,0,nonexistent,yes,Trofa
7505,53.0,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Agualva-Cacém
7506,31.0,services,married,basic.9y,no,yes,no,cellular,jul,wed,537.0,1,999,0,nonexistent,yes,Pinhel
